mass (kg),autocorrelation,suitable habitat,run,ind,step length,divergence,x-position
0.001,1,0.2,0,39,0.7668845254542611,2.8956897201009038,50.638910865555054
0.001,1,0.2,0,40,0.7668845254542611,2.8956897201009038,50.37017903796271
0.001,1,0.2,0,41,0.7668845254542611,2.8956897201009038,49.52454274085083
0.001,1,0.2,0,42,0.7668845254542611,2.8956897201009038,52.085306267720064
0.001,1,0.2,0,43,0.7668845254542611,2.8956897201009038,53.43701190051787
0.001,1,0.2,0,44,0.7668845254542611,2.8956897201009038,55.469136738636934
0.001,1,0.2,0,45,0.7668845254542611,2.8956897201009038,62.234297846487415
0.001,1,0.2,0,46,0.7668845254542611,2.8956897201009038,40.10873608868116
0.001,1,0.2,0,47,0.7668845254542611,2.8956897201009038,54.9502928298399
0.001,1,0.2,0,48,0.7668845254542611,2.8956897201009038,52.05370616583497
0.001,1,0.2,0,49,0.7668845254542611,2.8956897201009038,65.41598050151056
0.001,1,0.2,0,50,0.7668845254542611,2.8956897201009038,71.37774159637723
0.001,1,0.2,0,51,0.7668845254542611,2.8956897201009038,72.83818516828981
0.001,1,0.2,0,52,0.7668845254542611,2.8956897201009038,55.50237394754556
0.001,1,0.2,0,53,0.7668845254542611,2.8956897201009038,60.149565530180034
0.001,1,0.2,0,54,0.7668845254542611,2.8956897201009038,18.568833345990722
0.001,1,0.2,0,55,0.7668845254542611,2.8956897201009038,49.91529160857745
0.001,1,0.2,0,56,0.7668845254542611,2.8956897201009038,51.46014428480702
0.001,1,0.2,0,57,0.6683786592697305,2.8956897201009038,51.3614675163165
0.001,1,0.2,0,58,0.7668845254542611,2.8956897201009038,51.3614675163165
0.001,1,0.2,0,59,0.7668845254542611,2.8956897201009038,51.74933120061925
0.001,1,0.2,0,60,0.7668845254542611,2.8956897201009038,54.184689768607534
0.001,1,0.2,0,61,0.7668845254542611,2.8956897201009038,19.539623505590775
0.001,1,0.2,0,62,0.7668845254542611,2.8956897201009038,35.6711385072858
0.001,1,0.2,0,63,0.7668845254542611,2.8956897201009038,62.428548563620076
0.001,1,0.2,0,64,0.7668845254542611,2.8956897201009038,51.3614675163165
0.001,1,0.2,0,65,0.7668845254542611,2.8956897201009038,46.7751582363527
0.001,1,0.2,0,66,0.7668845254542611,2.8956897201009038,71.25854619414224
0.001,1,0.2,0,67,0.7668845254542611,2.8956897201009038,51.3614675163165
0.001,1,0.2,0,68,0.7668845254542611,2.8956897201009038,60.7613077532277
0.001,1,0.2,0,69,0.7668845254542611,2.8956897201009038,42.65187278515679
0.001,1,0.2,0,70,0.7668845254542611,2.8956897201009038,82.95199803783426
0.001,1,0.2,0,71,0.7668845254542611,2.8956897201009038,51.6131452977244
0.001,1,0.2,0,72,0.7668845254542611,2.8956897201009038,28.199516326923238
0.001,1,0.2,0,73,0.7668845254542611,2.8956897201009038,51.3614675163165
0.001,1,0.2,0,74,0.7668845254542611,2.8956897201009038,52.14383490652246
0.001,1,0.2,0,75,0.7668845254542611,2.8956897201009038,33.40070112083157
0.001,1,0.2,0,76,1.4279675613480336,2.8956897201009038,52.31309384895974
0.001,1,0.2,0,77,0.7668845254542611,2.8956897201009038,41.81000064691115
0.001,1,0.2,0,78,0.7668845254542611,2.8956897201009038,55.94502916373114
0.001,1,0.2,0,79,0.7668845254542611,2.8956897201009038,57.190805254929906
0.001,1,0.2,0,80,0.7668845254542611,2.8956897201009038,65.79380316070032
0.001,1,0.2,0,81,0.7668845254542611,2.8956897201009038,60.98183923524099
0.001,1,0.2,0,82,0.7668845254542611,2.8956897201009038,55.465718811833675
0.001,1,0.2,0,83,0.7668845254542611,2.8956897201009038,44.050315784546555
0.001,1,0.2,0,84,0.7668845254542611,2.8956897201009038,16.4784495697165
0.001,1,0.2,0,85,0.7668845254542611,2.8956897201009038,56.17892582296696
0.001,1,0.2,0,86,0.7668845254542611,2.8956897201009038,64.8535486600835
0.001,1,0.2,0,87,0.7668845254542611,2.8956897201009038,57.23046489792228
0.001,1,0.2,0,88,0.7668845254542611,2.8956897201009038,55.68971753806353
0.001,1,0.2,0,89,0.7668845254542611,2.8956897201009038,54.27305106862552
0.001,1,0.2,0,90,0.7668845254542611,2.8956897201009038,50.762276189750416
0.001,1,0.2,0,91,0.7668845254542611,2.8956897201009038,57.66478388271912
0.001,1,0.2,0,92,0.7668845254542611,2.8956897201009038,68.96123141196024
0.001,1,0.2,0,93,0.7668845254542611,2.8956897201009038,53.83714110313023
0.001,1,0.2,0,94,0.7668845254542611,2.8956897201009038,49.07931578568028
0.001,1,0.2,0,95,0.7668845254542611,2.8956897201009038,55.791497304251266
0.001,1,0.2,0,96,0.7668845254542611,2.8956897201009038,56.923122895655894
0.001,1,0.2,0,97,0.7668845254542611,2.8956897201009038,52.068660946323874
0.001,1,0.2,0,98,0.7668845254542611,2.8956897201009038,51.3614675163165
0.001,1,0.2,0,99,0.7668845254542611,2.8956897201009038,40.617662825102215
0.001,1,0.2,0,100,0.7668845254542611,2.8956897201009038,57.216662970363615
0.001,1,0.2,1,1,0.4515801591633706,2.573888785434932,45.2128363886845
0.001,1,0.2,1,2,0.4515801591633706,2.573888785434932,70.89727347950367
0.001,1,0.2,1,3,0.4515801591633706,2.573888785434932,54.865276295780475
0.001,1,0.2,1,4,0.4515801591633706,2.6746131143684733,66.24210307837416
0.001,1,0.2,1,5,0.4515801591633706,2.573888785434932,28.35416737917414
0.001,1,0.2,1,6,0.4515801591633706,2.573888785434932,56.903665832392505
0.001,1,0.2,1,7,0.4515801591633706,2.6746131143684733,42.58663717913059
0.001,1,0.2,1,8,0.4515801591633706,2.6746131143684733,49.284563071504714
0.001,1,0.2,1,9,0.4515801591633706,2.573888785434932,48.19106517142686
0.001,1,0.2,1,10,0.4515801591633706,2.6746131143684733,51.54411288428237
0.001,1,0.2,1,11,0.4515801591633706,3.1043402936986393,43.867765365476664
0.001,1,0.2,1,12,0.4515801591633706,2.573888785434932,86.35248292379818
0.001,1,0.2,1,13,0.4515801591633706,2.573888785434932,47.07900643005546
0.001,1,0.2,1,14,0.4515801591633706,2.573888785434932,48.60447003086792
0.001,1,0.2,1,15,0.4515801591633706,1.8115715301566864,55.299057217396495
0.001,1,0.2,1,16,0.4515801591633706,3.1043402936986393,67.08526725335248
0.001,1,0.2,1,17,0.4515801591633706,2.573888785434932,53.58006533499505
0.001,1,0.2,1,18,0.4515801591633706,2.6746131143684733,45.70488383842349
0.001,1,0.2,1,19,0.4515801591633706,2.6746131143684733,46.339630684000106
0.001,1,0.2,1,20,0.4515801591633706,2.573888785434932,69.46165177387583
0.001,1,0.2,1,21,0.4515801591633706,2.573888785434932,50.94205803037014
0.001,1,0.2,1,22,0.4515801591633706,2.6746131143684733,43.81019468946897
0.001,1,0.2,1,23,0.4515801591633706,3.1043402936986393,71.73020576389376
0.001,1,0.2,1,24,0.4515801591633706,2.573888785434932,68.03048638215174
0.001,1,0.2,1,25,0.4515801591633706,2.573888785434932,43.01745781988223
0.001,1,0.2,1,26,0.4515801591633706,2.6746131143684733,49.70741507761042
0.001,1,0.2,1,27,0.4515801591633706,2.573888785434932,60.40177862315823
0.001,1,0.2,1,28,0.4515801591633706,2.6746131143684733,43.271776330717856
0.001,1,0.2,1,29,0.4515801591633706,3.1043402936986393,64.0260508106515
0.001,1,0.2,1,30,1.7805580423295608,3.1043402936986393,74.66272072867834
0.001,1,0.2,1,31,1.7805580423295608,3.1043402936986393,67.65923155410351
0.001,1,0.2,1,32,0.4515801591633706,2.573888785434932,21.43868086445421
0.001,1,0.2,1,33,0.4515801591633706,2.6746131143684733,58.30023756928213
0.001,1,0.2,1,34,0.4515801591633706,2.573888785434932,42.95839540722179
0.001,1,0.2,1,35,0.4515801591633706,2.6746131143684733,29.809722862457
0.001,1,0.2,1,36,0.4515801591633706,2.6746131143684733,55.781602087321126
0.001,1,0.2,1,37,0.4515801591633706,2.573888785434932,40.33400051803382
0.001,1,0.2,1,38,0.4515801591633706,2.573888785434932,62.83755710617647
0.001,1,0.2,1,39,0.4515801591633706,2.6746131143684733,54.00738533492662
0.001,1,0.2,1,40,0.4515801591633706,2.573888785434932,52.5966400952021
0.001,1,0.2,1,41,0.4515801591633706,2.573888785434932,50.099941360872684
0.001,1,0.2,1,42,0.4515801591633706,2.6746131143684733,43.5443096449285
0.001,1,0.2,1,43,0.4515801591633706,2.6746131143684733,55.42952853801395
0.001,1,0.2,1,44,0.4515801591633706,2.6746131143684733,66.91591436223344
0.001,1,0.2,1,45,0.4515801591633706,2.6746131143684733,44.940368191899694
0.001,1,0.2,1,46,0.4515801591633706,2.6746131143684733,54.194606872917575
0.001,1,0.2,1,47,0.4515801591633706,2.6746131143684733,47.7221885399173
0.001,1,0.2,1,48,0.4515801591633706,3.1043402936986393,35.64244228765469
0.001,1,0.2,1,49,0.4515801591633706,2.573888785434932,45.543192696567175
0.001,1,0.2,1,50,0.4515801591633706,3.1043402936986393,53.778585876354896
0.001,1,0.2,1,51,0.4515801591633706,2.573888785434932,79.74890126226644
0.001,1,0.2,1,52,0.4515801591633706,2.573888785434932,41.46559756084006
0.001,1,0.2,1,53,0.4515801591633706,3.1043402936986393,37.8867509611298
0.001,1,0.2,1,54,0.4515801591633706,2.573888785434932,59.76065928568317
0.001,1,0.2,1,55,0.4515801591633706,2.6746131143684733,60.66569873504438
0.001,1,0.2,1,56,0.4515801591633706,2.6746131143684733,46.604429952569006
0.001,1,0.2,1,57,0.4515801591633706,3.1043402936986393,37.81069920017347
0.001,1,0.2,1,58,0.4515801591633706,2.573888785434932,63.915663316836664
0.001,1,0.2,1,59,0.4515801591633706,2.573888785434932,46.632221897302536
0.001,1,0.2,1,60,0.4515801591633706,2.573888785434932,43.8771944267497
0.001,1,0.2,1,61,0.4515801591633706,2.573888785434932,56.382479806862904
0.001,1,0.2,1,62,0.4515801591633706,2.6746131143684733,66.17500204361882
0.001,1,0.2,1,63,0.4515801591633706,2.6746131143684733,53.58744304985949
0.001,1,0.2,1,64,0.4515801591633706,2.573888785434932,77.14413962622001
0.001,1,0.2,1,65,0.4515801591633706,2.573888785434932,54.592525457350156
0.001,1,0.2,1,66,1.7805580423295608,3.1043402936986393,13.82056896348704
0.001,1,0.2,1,67,0.4515801591633706,2.6746131143684733,53.15840371146371
0.001,1,0.2,1,68,0.4515801591633706,2.573888785434932,40.5106151640757
0.001,1,0.2,1,69,0.4515801591633706,2.6746131143684733,51.70425505914919
0.001,1,0.2,1,70,0.4515801591633706,2.573888785434932,68.42052690017069
0.001,1,0.2,1,71,1.7805580423295608,3.1043402936986393,30.643256266007313
0.001,1,0.2,1,72,0.4515801591633706,2.573888785434932,53.4378176045814
0.001,1,0.2,1,73,0.4515801591633706,2.573888785434932,82.35895963867284
0.001,1,0.2,1,74,2.188562874466724,2.573888785434932,46.122383741279
0.001,1,0.2,1,75,0.4515801591633706,2.573888785434932,43.18407453047101
0.001,1,0.2,1,76,0.4515801591633706,2.573888785434932,39.11221712220733
0.001,1,0.2,1,77,0.4515801591633706,2.573888785434932,56.28756317084436
0.001,1,0.2,1,78,0.4515801591633706,2.573888785434932,73.31891229094191
0.001,1,0.2,1,79,0.4515801591633706,3.1043402936986393,39.3620514208042
0.001,1,0.2,4,1,0.493197452207913,3.1219581313226885,86.13901234533597
0.001,1,0.2,4,2,0.493197452207913,3.1219581313226885,54.248694792402205
0.001,1,0.2,4,3,0.493197452207913,3.1219581313226885,74.89779534861155
0.001,1,0.2,4,4,0.493197452207913,3.1219581313226885,84.31158052259352
0.001,1,0.2,4,5,0.493197452207913,3.1219581313226885,68.94578800939671
0.001,1,0.2,4,6,0.493197452207913,3.1219581313226885,71.55996436336217
0.001,1,0.2,4,7,0.493197452207913,3.1219581313226885,33.50579364213951
0.001,1,0.2,4,8,0.493197452207913,3.1219581313226885,60.48537962095397
0.001,1,0.2,4,9,0.493197452207913,3.1219581313226885,83.90040348934352
0.001,1,0.2,4,10,0.493197452207913,3.1219581313226885,68.8321902394321
0.001,1,0.2,4,11,0.493197452207913,3.1219581313226885,117.49070894861475
0.001,1,0.2,4,12,0.493197452207913,3.1219581313226885,65.41272402073405
0.001,1,0.2,4,13,0.493197452207913,3.1219581313226885,35.92027654513372
0.001,1,0.2,4,14,0.493197452207913,3.1219581313226885,50.25446730510314
0.001,1,0.2,4,15,0.493197452207913,2.553854323680014,87.27614450128195
0.001,1,0.2,4,16,0.493197452207913,3.1219581313226885,83.71372074634839
0.001,1,0.2,4,17,0.493197452207913,3.1219581313226885,45.91086366124052
0.001,1,0.2,4,18,0.493197452207913,3.1219581313226885,78.44248538744284
0.001,1,0.2,4,19,0.493197452207913,3.11476158113356,55.8663091560085
0.001,1,0.2,4,20,0.493197452207913,3.1219581313226885,85.66350102020134
0.001,1,0.2,4,21,0.493197452207913,3.1219581313226885,50.23036543782465
0.001,1,0.2,4,22,0.493197452207913,0.5072155697547159,25.62408821243012
0.001,1,0.2,4,23,0.493197452207913,3.1219581313226885,75.67211731842386
0.001,1,0.2,4,24,0.493197452207913,3.1219581313226885,39.70534896848689
0.001,1,0.2,4,25,0.493197452207913,3.1219581313226885,69.2783577444706
0.001,1,0.2,4,26,0.493197452207913,3.1219581313226885,53.34343631187334
0.001,1,0.2,4,27,0.493197452207913,3.1219581313226885,55.49178661396156
0.001,1,0.2,4,28,0.493197452207913,3.1219581313226885,87.19253706942344
0.001,1,0.2,4,29,0.493197452207913,3.1219581313226885,89.36655177683866
0.001,1,0.2,4,30,0.493197452207913,3.1219581313226885,95.11274739265797
0.001,1,0.2,4,31,0.493197452207913,3.1219581313226885,73.35033160844225
0.001,1,0.2,4,32,0.493197452207913,3.1219581313226885,83.75757790032088
0.001,1,0.2,4,33,0.493197452207913,3.1219581313226885,46.25512937011988
0.001,1,0.2,4,34,0.493197452207913,3.1219581313226885,60.57235733851545
0.001,1,0.2,4,35,0.493197452207913,3.1219581313226885,86.67712081051728
0.001,1,0.2,4,36,0.493197452207913,3.1219581313226885,83.49738200214696
0.001,1,0.2,4,37,0.493197452207913,3.1219581313226885,87.959339149196
0.001,1,0.2,4,38,0.493197452207913,3.1219581313226885,33.43987406543702
0.001,1,0.2,4,39,0.493197452207913,3.1219581313226885,72.22556609945285
0.001,1,0.2,4,40,0.493197452207913,3.1219581313226885,94.77025013528174
0.001,1,0.2,4,41,0.493197452207913,3.1219581313226885,117.47937565024755
0.001,1,0.2,4,42,0.493197452207913,3.1219581313226885,55.181213483543466
0.001,1,0.2,4,43,0.493197452207913,3.1219581313226885,80.6836327603652
0.001,1,0.2,4,44,0.493197452207913,3.1219581313226885,61.43952823507077
0.001,1,0.2,4,45,0.493197452207913,3.1219581313226885,80.0188239511544
0.001,1,0.2,4,46,0.493197452207913,3.1219581313226885,76.15730111778198
0.001,1,0.2,4,47,0.493197452207913,3.1219581313226885,54.754147287038336
0.001,1,0.2,4,48,0.493197452207913,3.1219581313226885,60.51229529466923
0.001,1,0.2,4,49,0.493197452207913,3.1219581313226885,42.52661631526249
0.001,1,0.2,4,50,0.493197452207913,3.1219581313226885,75.46805215735594
0.001,1,0.2,4,51,0.493197452207913,3.1219581313226885,61.21135625582637
0.001,1,0.2,4,52,0.493197452207913,3.1219581313226885,80.72423069473369
0.001,1,0.2,4,53,0.493197452207913,3.1219581313226885,88.16417610070742
0.001,1,0.2,4,54,0.493197452207913,3.1219581313226885,105.0410336832167
0.001,1,0.2,4,55,0.493197452207913,3.1219581313226885,84.40920630479687
0.001,1,0.2,4,56,0.493197452207913,3.1219581313226885,88.89903773767817
0.001,1,0.2,4,57,0.493197452207913,3.1219581313226885,57.777441060583776
0.001,1,0.2,4,58,0.493197452207913,3.1219581313226885,54.53866062395878
0.001,1,0.2,4,59,0.493197452207913,3.1219581313226885,113.66015185852063
0.001,1,0.2,4,60,0.493197452207913,3.1219581313226885,77.2610048299698
0.001,1,0.2,4,61,0.493197452207913,3.1219581313226885,84.1625668804507
0.001,1,0.2,4,62,0.493197452207913,3.1219581313226885,80.23812185181761
0.001,1,0.2,4,63,0.493197452207913,3.1219581313226885,94.72408401632042
0.001,1,0.2,4,64,0.493197452207913,3.1219581313226885,64.65706175444399
0.001,1,0.2,4,65,0.493197452207913,3.1219581313226885,78.18985452823394
0.001,1,0.2,4,66,0.493197452207913,3.1219581313226885,69.57964840924369
0.001,1,0.2,4,67,0.493197452207913,3.1219581313226885,54.5421532263431
0.001,1,0.2,4,68,0.493197452207913,3.1219581313226885,82.24109994917244
0.001,1,0.2,4,69,0.493197452207913,3.1219581313226885,84.35888906794308
0.001,1,0.2,4,70,0.493197452207913,3.11476158113356,65.34078800192854
0.001,1,0.2,4,71,0.493197452207913,3.1219581313226885,79.08861119658731
0.001,1,0.2,4,72,0.493197452207913,3.1219581313226885,53.52180908691299
0.001,1,0.2,4,73,0.493197452207913,3.11476158113356,58.00855837493483
0.001,1,0.2,4,74,0.493197452207913,3.1219581313226885,101.75791763771531
0.001,1,0.2,4,75,0.493197452207913,3.11476158113356,70.33519493073679
0.001,1,0.2,4,76,0.493197452207913,3.11476158113356,70.47904395356132
0.001,1,0.2,4,77,0.493197452207913,3.1219581313226885,86.16117437370711
0.001,1,0.2,4,78,0.493197452207913,3.1219581313226885,53.040359560410714
0.001,1,0.2,4,79,0.493197452207913,3.1219581313226885,68.95881339029175
0.001,1,0.2,4,80,0.493197452207913,3.1219581313226885,69.94503299098317
0.001,1,0.2,4,81,0.493197452207913,3.1219581313226885,55.42700515291868
0.001,1,0.2,4,82,0.493197452207913,3.1219581313226885,45.60295245801466
0.001,1,0.2,4,83,0.493197452207913,3.1219581313226885,53.59715853391357
0.001,1,0.2,4,84,0.493197452207913,3.1219581313226885,68.30398460876715
0.001,1,0.2,4,85,0.493197452207913,3.1219581313226885,90.2279963918711
0.001,1,0.2,4,86,0.493197452207913,3.1219581313226885,80.42301547569808
0.001,1,0.2,4,87,0.493197452207913,3.1219581313226885,107.49936316885567
0.001,1,0.2,4,88,0.493197452207913,3.11476158113356,65.27497673409886
0.001,1,0.2,4,89,0.493197452207913,3.1219581313226885,58.19137747996488
0.001,1,0.2,4,90,0.493197452207913,3.1219581313226885,80.30267935609054
0.001,1,0.2,4,91,0.493197452207913,3.11476158113356,79.04807002069587
0.001,1,0.2,4,92,0.493197452207913,3.1219581313226885,40.18933626470593
0.001,1,0.2,4,93,0.493197452207913,3.1219581313226885,58.143957131758455
0.001,1,0.2,4,94,0.493197452207913,3.1219581313226885,87.83662989383275
0.001,1,0.2,4,95,0.493197452207913,3.1219581313226885,83.70727514778014
0.001,1,0.2,4,96,0.493197452207913,3.1219581313226885,57.383585071974004
0.001,1,0.2,4,97,0.493197452207913,3.1219581313226885,40.5152617535318
0.001,1,0.2,4,98,0.493197452207913,3.1219581313226885,55.31430182767701
0.001,1,0.2,4,99,0.493197452207913,3.1219581313226885,47.77852642431371
0.001,1,0.2,4,100,0.493197452207913,3.1219581313226885,52.70440623460722
0.001,1,0.2,6,1,0.7854115269607054,3.1353737133940265,52.30844831830546
0.001,1,0.2,6,2,0.7854115269607054,3.1353737133940265,45.103595964638195
0.001,1,0.2,6,3,4.908143556290497,3.1353737133940265,77.00046522458548
0.001,1,0.2,6,4,0.7854115269607054,3.1353737133940265,45.91253454918615
0.001,1,0.2,6,5,0.7854115269607054,3.1353737133940265,44.440104515800705
0.001,1,0.2,6,6,0.7854115269607054,3.1353737133940265,81.86293552266211
0.001,1,0.2,6,7,0.7854115269607054,3.1353737133940265,54.90335636818271
0.001,1,0.2,6,8,0.7854115269607054,3.1353737133940265,44.69441626440706
0.001,1,0.2,6,9,0.7854115269607054,3.1353737133940265,75.05133323341333
0.001,1,0.2,6,10,0.7854115269607054,3.1353737133940265,46.1286928146372
0.001,1,0.2,6,11,0.7854115269607054,3.1353737133940265,47.51977742578366
0.001,1,0.2,6,12,0.7854115269607054,3.1353737133940265,49.31573682137053
0.001,1,0.2,6,13,0.7854115269607054,3.1353737133940265,73.96504666593673
0.001,1,0.2,6,14,0.7854115269607054,3.1353737133940265,57.64084127314242
0.001,1,0.2,6,15,0.7854115269607054,3.1353737133940265,37.62864677361909
0.001,1,0.2,6,16,0.7854115269607054,3.1353737133940265,48.964774265151945
0.001,1,0.2,6,17,0.7854115269607054,3.1353737133940265,68.73806471560533
0.001,1,0.2,6,18,0.7854115269607054,3.1353737133940265,45.52625757790348
0.001,1,0.2,6,19,0.7854115269607054,3.1353737133940265,38.15028599708743
0.001,1,0.2,6,20,0.7854115269607054,3.1353737133940265,58.00380337614947
0.001,1,0.2,6,21,0.7854115269607054,3.1353737133940265,62.57560082466837
0.001,1,0.2,6,22,0.7854115269607054,3.1353737133940265,39.14171319151005
0.001,1,0.2,6,23,0.7854115269607054,3.1353737133940265,59.24231213910202
0.001,1,0.2,6,24,0.7854115269607054,3.1353737133940265,54.29280868346143
0.001,1,0.2,6,25,0.7854115269607054,3.1353737133940265,61.361435258303494
0.001,1,0.2,6,26,0.7854115269607054,3.1353737133940265,5.059205820952916
0.001,1,0.2,6,27,0.7854115269607054,3.1353737133940265,64.35531762948301
0.001,1,0.2,6,28,0.7854115269607054,3.1353737133940265,56.48422545231783
0.001,1,0.2,6,29,6.129451828284679,3.1353737133940265,37.81967436023235
0.001,1,0.2,6,30,0.7854115269607054,3.1353737133940265,66.57177639925393
0.001,1,0.2,6,31,0.7854115269607054,3.1353737133940265,45.32457589045018
0.001,1,0.2,6,32,0.7854115269607054,3.1353737133940265,45.46389623554242
0.001,1,0.2,6,33,0.7854115269607054,3.1353737133940265,74.35500733209969
0.001,1,0.2,6,34,0.7854115269607054,3.1353737133940265,53.11473194343909
0.001,1,0.2,6,35,0.7854115269607054,3.1353737133940265,30.70311926414886
0.001,1,0.2,6,36,0.7854115269607054,3.1353737133940265,67.20863080412958
0.001,1,0.2,6,37,0.7854115269607054,3.1353737133940265,47.96894915816593
0.001,1,0.2,6,38,0.7854115269607054,3.1353737133940265,59.754630572920725
0.001,1,0.2,6,39,4.680285146134242,3.1353737133940265,73.92478452037204
0.001,1,0.2,6,40,0.7854115269607054,3.1353737133940265,42.232036241274955
0.001,1,0.2,6,41,0.7854115269607054,3.1353737133940265,38.372489064895774
0.001,1,0.2,6,42,0.7854115269607054,3.1353737133940265,56.90357899781746
0.001,1,0.2,6,43,0.7854115269607054,3.1353737133940265,63.4710544547144
0.001,1,0.2,6,44,0.7854115269607054,3.1353737133940265,71.23123374887409
0.001,1,0.2,7,1,1.046200767664326,3.039232815274093,65.60028272761929
0.001,1,0.2,7,2,1.046200767664326,3.039232815274093,39.48903667208248
0.001,1,0.2,7,3,1.046200767664326,3.039232815274093,25.096493288646037
0.001,1,0.2,7,4,1.046200767664326,3.039232815274093,84.40588853193248
0.001,1,0.2,7,5,1.046200767664326,3.039232815274093,61.983998283959345
0.001,1,0.2,7,6,1.046200767664326,3.039232815274093,88.25357851853643
0.001,1,0.2,7,7,1.046200767664326,3.039232815274093,86.02513413164702
0.001,1,0.2,7,8,1.046200767664326,3.039232815274093,73.40908729013782
0.001,1,0.2,7,9,1.046200767664326,3.039232815274093,86.17411748300405
0.001,1,0.2,7,10,1.046200767664326,3.039232815274093,71.25286774226049
0.001,1,0.2,7,11,1.046200767664326,3.039232815274093,73.07968206629451
0.001,1,0.2,7,12,1.046200767664326,3.039232815274093,71.953523284306
0.001,1,0.2,7,13,1.046200767664326,3.039232815274093,71.59538147724656
0.001,1,0.2,7,14,1.046200767664326,3.039232815274093,33.91937698689901
0.001,1,0.2,7,15,1.046200767664326,3.039232815274093,59.949705203465456
0.001,1,0.2,7,16,1.046200767664326,3.039232815274093,85.06255034899873
0.001,1,0.2,7,17,1.046200767664326,3.039232815274093,79.80401530035675
0.001,1,0.2,7,18,1.046200767664326,3.039232815274093,36.593111952680516
0.001,1,0.2,7,19,1.046200767664326,3.039232815274093,49.55701725896732
0.001,1,0.2,7,20,1.046200767664326,3.039232815274093,45.173606821784894
0.001,1,0.2,7,21,1.046200767664326,3.039232815274093,72.69907383613896
0.001,1,0.2,7,22,1.046200767664326,3.039232815274093,87.11157832878143
0.001,1,0.2,7,23,1.046200767664326,3.039232815274093,59.7797810434007
0.001,1,0.2,7,24,1.046200767664326,3.039232815274093,87.82947575578186
0.001,1,0.2,7,25,1.046200767664326,3.039232815274093,74.99449051642752
0.001,1,0.2,7,26,1.046200767664326,3.039232815274093,90.44759721830837
0.001,1,0.2,7,27,1.046200767664326,3.039232815274093,77.59677335463944
0.001,1,0.2,7,28,1.046200767664326,3.039232815274093,40.031979847875746
0.001,1,0.2,7,29,1.046200767664326,3.039232815274093,101.22400024645219
0.001,1,0.2,7,30,1.046200767664326,3.039232815274093,89.90773554093467
0.001,1,0.2,7,31,1.046200767664326,3.039232815274093,71.73153917100946
0.001,1,0.2,7,32,1.046200767664326,3.039232815274093,53.690672508367186
0.001,1,0.2,7,33,1.046200767664326,3.039232815274093,86.27272138864772
0.001,1,0.2,7,34,1.046200767664326,3.039232815274093,88.42763770933708
0.001,1,0.2,7,35,1.046200767664326,3.039232815274093,100.36480863154458
0.001,1,0.2,7,36,1.046200767664326,3.039232815274093,87.79810075125968
0.001,1,0.2,7,37,1.046200767664326,3.039232815274093,46.17956572682621
0.001,1,0.2,7,38,1.046200767664326,3.039232815274093,77.4133067038016
0.001,1,0.2,7,39,1.046200767664326,3.039232815274093,81.64785579214484
0.001,1,0.2,7,40,1.046200767664326,3.039232815274093,58.55237986284204
0.001,1,0.2,7,41,1.046200767664326,3.039232815274093,98.34134338795225
0.001,1,0.2,7,42,1.046200767664326,3.039232815274093,99.19333727549672
0.001,1,0.2,7,43,1.046200767664326,3.039232815274093,70.0601910785429
0.001,1,0.2,7,44,1.046200767664326,3.039232815274093,86.87480383350857
0.001,1,0.2,7,45,9.31955832297366,3.039232815274093,66.60913420760347
0.001,1,0.2,7,46,1.046200767664326,3.039232815274093,28.11064319215271
0.001,1,0.2,7,47,1.046200767664326,3.039232815274093,57.58751796982843
0.001,1,0.2,7,48,1.046200767664326,3.039232815274093,43.97809944649269
0.001,1,0.2,7,49,1.046200767664326,3.039232815274093,41.995488540544805
0.001,1,0.2,7,50,1.046200767664326,3.039232815274093,80.43119765330852
0.001,1,0.2,7,51,1.046200767664326,3.039232815274093,75.17488177439257
0.001,1,0.2,7,52,1.046200767664326,3.039232815274093,65.69252556063083
0.001,1,0.2,7,53,1.046200767664326,3.039232815274093,44.15896600266348
0.001,1,0.2,7,54,1.046200767664326,3.039232815274093,63.70851988193977
0.001,1,0.2,7,55,1.046200767664326,3.039232815274093,41.87965739724174
0.001,1,0.2,7,56,1.046200767664326,3.039232815274093,67.19000326802373
0.001,1,0.2,7,57,1.046200767664326,3.039232815274093,50.602463271807416
0.001,1,0.2,7,58,1.046200767664326,3.039232815274093,56.612300428306234
0.001,1,0.2,7,59,1.046200767664326,3.039232815274093,34.59106476382985
0.001,1,0.2,7,60,1.046200767664326,3.039232815274093,73.75830104529162
0.001,1,0.2,7,61,1.046200767664326,3.039232815274093,32.0111371033969
0.001,1,0.2,7,62,1.046200767664326,3.039232815274093,55.35949696418364
0.001,1,0.2,7,63,1.046200767664326,3.039232815274093,73.34126579920614
0.001,1,0.2,7,64,1.046200767664326,3.039232815274093,71.69988820448101
0.001,1,0.2,7,65,1.046200767664326,3.039232815274093,45.88779919166631
0.001,1,0.2,7,66,1.046200767664326,3.039232815274093,82.48967099583417
0.001,1,0.2,7,67,1.046200767664326,3.039232815274093,94.38386182993669
0.001,1,0.2,7,68,1.046200767664326,3.039232815274093,73.03875372348688
0.001,1,0.2,7,69,1.046200767664326,3.039232815274093,58.27514398538559
0.001,1,0.2,7,70,1.046200767664326,3.039232815274093,83.99236886389153
0.001,1,0.2,7,71,1.046200767664326,3.039232815274093,74.71790583757839
